h_id	tax_id	enterez_id	genesymbol	??	???
319	10090	22247	Umps	33859498	NP_033497.1
319	10116	288051	Umps	70794780	NP_001020573.1
320	9606	7389	UROD	71051616	NP_000365.3
320	10090	22275	Urod	110347606	NP_033504.2
320	10116	29421	Urod	158749613	NP_062082.1
324	9606	7498	XDH	91823271	NP_000370.2
324	10090	22436	Xdh	77682555	NP_035853.2
324	10116	497811	Xdh	8394544	NP_058850.1
327	9606	326	AIRE	4557291	NP_000374.1
327	10090	11634	Aire	409168278	NP_001258478.1
327	10116	294328	Aire	157823915	NP_001099849.1
328	9606	338	APOB	105990532	NP_000375.2
328	10090	238055	Apob	161702988	NP_033823.2
328	10116	54225	Apob	161783809	NP_062160.2
330	9606	642	BLMH	4557367	NP_000377.1
330	10090	104184	Blmh	30519997	NP_848760.1
330	10116	287552	Blmh	77681960	NP_001029335.1
331	9606	788	SLC25A20	4557403	NP_000378.1
331	10090	57279	Slc25a20	10048462	NP_065266.1
331	10116	117035	Slc25a20	52138624	NP_446417.2
332	9606	846	CASR	296010811	NP_001171536.1
332	10090	12374	Casr	148762954	NP_038831.2
332	10116	24247	Casr	8393053	NP_058692.1
333	9606	1026	CDKN1A	334085240	NP_001207706.1
333	10090	12575	Cdkn1a	6671726	NP_031695.1
333	10116	114851	Cdkn1a	18158451	NP_542960.1
334	9606	1121	CHM	9966761	NP_000381.1
334	10090	12662	Chm	110681714	NP_061288.2
334	10116	24942	Chm	8393110	NP_058763.1
335	9606	1200	TPP1	5729770	NP_000382.3
335	10090	12751	Tpp1	6753448	NP_034036.1
335	10116	83534	Tpp1	13786206	NP_112647.1
339	9606	1439	CSF2RB	4559408	NP_000386.1
339	10090	12983	Csf2rb	165972513	NP_031806.3
339	10090	12984	Csf2rb2	6681049	NP_031807.1
339	10116	171081	Csf2rb	19424232	NP_598239.1
344	9606	2068	ERCC2	15834617	NP_000391.1
344	10090	13871	Ercc2	31542614	NP_031975.2
344	10116	308415	Ercc2	289802977	NP_001166280.1
345	9606	2132	EXT2	296010875	NP_001171554.1
345	10090	14043	Ext2	226442845	NP_034293.2
345	10116	311215	Ext2	157820411	NP_001101221.1
347	9606	2582	GALE	56118217	NP_001008217.1
347	10090	74246	Gale	30409988	NP_848476.1
347	10116	114860	Gale	162287387	NP_542961.2
349	9606	2760	GM2A	39995109	NP_000396.2
349	10090	14667	Gm2a	6806917	NP_034429.1
349	10116	282838	Gm2a	48976085	NP_758838.2
350	9606	2798	GNRHR	4504059	NP_000397.1
350	10090	14715	Gnrhr	6754032	NP_034453.1
350	10116	81668	Gnrhr	77798109	NP_112300.2
352	9606	2820	GPD2	285002231	NP_001076581.2
352	10090	14571	Gpd2	224922806	NP_001139292.1
352	10116	25062	Gpd2	6980978	NP_036868.1
353	9606	2978	GUCA1A	40254415	NP_000400.2
353	10090	14913	Guca1a	40254633	NP_032215.2
353	10116	301233	Guca1a	157822853	NP_001100357.1
358	9606	3295	HSD17B4	4504505	NP_000405.1
358	10090	15488	Hsd17b4	31982273	NP_032318.2
358	10116	79244	Hsd17b4	162287198	NP_077368.2
359	9606	3459	IFNGR1	4557880	NP_000407.1
359	10090	15979	Ifngr1	6754306	NP_034641.1
359	10116	116465	Ifngr1	16758624	NP_446235.1
360	9606	3559	IL2RA	4557667	NP_000408.1
360	10090	16184	Il2ra	254540187	NP_032393.3
360	10116	25704	Il2ra	7710038	NP_037295.1
362	9606	3792	KEL	4557691	NP_000411.1
362	10090	23925	Kel	160333081	NP_115929.3
362	10116	297025	Kel	300798081	NP_001178540.1
363	9606	3872	KRT17	4557701	NP_000413.1
363	10090	16667	Krt17	7106335	NP_034793.1
363	10116	287702	Krt17	47087085	NP_997710.1
369	9606	4053	LTBP2	4557733	NP_000419.1
369	10090	16997	Ltbp2	158341636	NP_038617.3
369	10116	59106	Ltbp2	347921642	NP_067597.2
371	9606	5048	PAFAH1B1	4557741	NP_000421.1
371	10090	18472	Pafah1b1	7305363	NP_038653.1
371	10116	83572	Pafah1b1	13929078	NP_113951.1
372	9606	4598	MVK	167001643	NP_001107657.1
372	10090	17855	Mvk	12963731	NP_076045.1
372	10116	81727	Mvk	13592007	NP_112325.1
374	9606	4688	NCF2	67189970	NP_000424.2
374	10090	17970	Ncf2	6754798	NP_035007.1
374	10116	364018	Ncf2	155369652	NP_001094454.1
375	9606	4758	NEU1	4557791	NP_000425.1
375	10090	18010	Neu1	254939721	NP_035023.3
375	10116	24591	Neu1	71896602	NP_113710.2
376	9606	4854	NOTCH3	134244285	NP_000426.2
376	10090	18131	Notch3	6679096	NP_032742.1
376	10116	56761	Notch3	9966775	NP_064472.2
377	9606	5019	OXCT1	4557817	NP_000427.1
377	10090	67041	Oxct1	18266680	NP_077150.1
377	10116	690163	Oxct1	189181716	NP_001121052.1
379	9606	5122	PCSK1	20336242	NP_000430.3
379	10090	18548	Pcsk1	7305371	NP_038656.1
380	9606	5145	PDE6A	170650674	NP_000431.2
380	10090	225600	Pde6a	22122583	NP_666198.1
380	10116	307401	Pde6a	157817494	NP_001100856.1
384	9606	5339	PLEC	41322916	NP_958782.1
384	10090	18810	Plec	254675117	NP_001157014.1
384	10116	64204	Plec	256221435	NP_071796.2
385	9606	5445	PON2	66529294	NP_000296.2
385	10090	330260	Pon2	34303979	NP_899131.1
385	10116	296851	Pon2	61556888	NP_001013100.1
386	9606	5664	PSEN2	156105679	NP_000438.2
386	10090	19165	Psen2	190684663	NP_001122077.1
386	10116	81751	Psen2	148747207	NP_112349.2
387	9606	5896	RAG1	4557841	NP_000439.1
387	10090	19373	Rag1	133778933	NP_033045.2
387	10116	84600	Rag1	209954278	NP_445920.1
388	9606	5993	RFX5	4557843	NP_000440.1
388	10116	310659	Rfx5	157821255	NP_001101164.1
389	9606	6401	SELE	187960042	NP_000441.2
389	10090	20339	Sele	6755452	NP_035475.1
389	10116	25544	Sele	20302053	NP_620234.1
390	9606	6555	SLC10A2	4506973	NP_000443.1
390	10090	20494	Slc10a2	6755530	NP_035518.1
390	10116	29500	Slc10a2	8394281	NP_058918.1
392	9606	6647	SOD1	4507149	NP_000445.1
392	10090	20655	Sod1	45597447	NP_035564.1
392	10116	24786	Sod1	8394328	NP_058746.1
393	9606	6794	STK11	4507271	NP_000446.1
393	10090	20869	Stk11	7106425	NP_035622.1
393	10116	314621	Stk11	157820995	NP_001101539.1
394	9606	6821	SUOX	74099702	NP_001027558.1
394	10090	211389	Suox	74024924	NP_776094.2
394	10116	81805	Suox	74024923	NP_112389.3
395	9606	3172	HNF4A	31077205	NP_000448.3
395	10090	15378	Hnf4a	46575916	NP_032287.2
395	10116	25735	Hnf4a	400153986	NP_071516.2
396	9606	6928	HNF1B	4507397	NP_000449.1
396	10090	21410	Hnf1b	111185900	NP_033356.2
396	10116	25640	Hnf1b	6981640	NP_037235.1
397	9606	7010	TEK	88758596	NP_000450.2
397	10090	21687	Tek	111185951	NP_038718.2
397	10116	89804	Tek	157787147	NP_001099207.1
398	9606	7066	THPO	4507493	NP_000451.1
398	10090	21832	Thpo	6678341	NP_033405.1
398	10116	100910397	LOC100910397	564377492	XP_006248642.1
398	10116	81811	Thpo	13592113	NP_112395.1
400	9606	580	BARD1	157266328	NP_000456.2
400	10090	12021	Bard1	6680768	NP_031551.1
400	10116	64557	Bard1	12018308	NP_072144.1
402	9606	7291	TWIST1	4507741	NP_000465.1
402	10090	22160	Twist1	6755907	NP_035788.1
402	10116	85489	Twist1	16758294	NP_445982.1
403	9606	190	NR0B1	5016090	NP_000466.2
403	10090	11614	Nr0b1	6671531	NP_031456.1
403	10116	58850	Nr0b1	16758012	NP_445769.1
405	9606	213	ALB	4502027	NP_000468.1
405	10090	11657	Alb	163310765	NP_033784.2
405	10116	24186	Alb	158138568	NP_599153.2
408	9606	272	AMPD3	4502079	NP_000471.1
408	10090	11717	Ampd3	66792802	NP_033797.2
408	10116	25095	Ampd3	13928736	NP_113732.1
409	9606	275	AMT	44662838	NP_000472.2
409	10090	434437	Amt	62000670	NP_001013836.1
409	10116	306586	Amt	62078737	NP_001014026.1
413	9606	353	APRT	4502171	NP_000476.1
413	10090	11821	Aprt	118601013	NP_033828.2
413	10116	292072	Aprt	61556832	NP_001013079.1
416	9606	546	ATRX	530788276	NP_000480.3
416	10090	22589	Atrx	154091016	NP_033556.2
416	10116	246284	Atrx	564399790	XP_006257219.1
417	9606	551	AVP	13259533	NP_000481.2
417	10090	11998	Avp	6753150	NP_033862.1
417	10116	24221	Avp	291327518	NP_058688.2
418	9606	713	C1QB	87298828	NP_000482.3
418	10090	12260	C1qb	6753220	NP_033907.1
418	10116	29687	C1qb	9506433	NP_062135.1
420	9606	1415	CRYBB2	4503063	NP_000487.1
420	10090	12961	Crybb2	6681035	NP_031799.1
420	10116	25422	Crybb2	6978713	NP_037069.1
425	9606	2161	F12	145275213	NP_000496.2
425	10090	58992	F12	171906584	NP_067464.2
425	10116	306761	F12	62078741	NP_001014028.1
426	9606	2147	F2	4503635	NP_000497.1
426	10090	14061	F2	6753798	NP_034298.1
426	10116	29251	F2	161333847	NP_075213.2
428	9606	2243	FGA	4503689	NP_000499.1
428	10090	14161	Fga	167555029	NP_001104518.1
428	10116	361969	Fga	56797757	NP_001008724.1
429	9606	2266	FGG	70906439	NP_068656.2
429	10090	99571	Fgg	19527078	NP_598623.1
429	10116	24367	Fgg	61098186	NP_036691.2
430	9606	2488	FSHB	66528995	NP_001018090.1
430	10090	14308	Fshb	6679865	NP_032071.1
430	10116	25447	Fshb	58531201	NP_001007598.1
431	10090	56546	Sec1	409191586	NP_001258507.1
431	10116	308586	Sec1	207446700	NP_001129056.1
433	9606	2668	GDNF	299473779	NP_001177397.1
433	10090	14573	Gdnf	7110601	NP_034405.1
433	10116	25453	Gdnf	9506721	NP_062012.1
437	9606	3074	HEXB	4504373	NP_000512.1
437	10090	15212	Hexb	6754186	NP_034552.1
437	10116	294673	Hexb	58865470	NP_001011946.1
441	9606	3767	KCNJ11	62388888	NP_000516.3
441	10090	16514	Kcnj11	6754426	NP_034732.1
441	10116	83535	Kcnj11	19923693	NP_112648.2
443	9606	7436	VLDLR	65301167	NP_003374.3
443	10090	22359	Vldlr	238637303	NP_038731.2
443	10116	25696	Vldlr	293597511	NP_037287.2
444	9606	4158	MC2R	4505127	NP_000520.1
444	10090	17200	Mc2r	411147427	NP_001258645.1
444	10116	282839	Mc2r	281371364	NP_001093961.1
445	9606	4359	MPZ	295391071	NP_000521.2
445	10090	17528	Mpz	162139829	NP_032649.2
445	10116	24564	Mpz	8393778	NP_058723.1
446	9606	5009	OTC	38788445	NP_000522.3
446	10090	18416	Otc	6679184	NP_032795.1
446	10116	25611	Otc	6981312	NP_037210.1
447	9606	5096	PCCB	295821216	NP_001171485.1
447	10090	66904	Pccb	13385310	NP_080111.1
447	10116	24624	Pccb	148747119	NP_058726.2
448	9606	5354	PLP1	41349499	NP_000524.3
448	10090	18823	Plp1	23956058	NP_035253.1
448	10116	24943	Plp1	13591880	NP_112252.1
449	9606	5378	PMS1	4505911	NP_000525.1
449	10090	227099	Pms1	23956336	NP_705784.1
449	10116	494322	Pms1	57164027	NP_001009535.1
452	9606	5994	RFXAP	4506501	NP_000529.1
452	10090	170767	Rfxap	18875392	NP_573494.1
452	10116	499617	Rfxap	112984220	NP_001037728.1
455	9606	6295	SAG	116008178	NP_000532.2
455	10090	20215	Sag	6677845	NP_033144.1
455	10116	25539	Sag	71896616	NP_037155.2
456	9606	6439	SFTPB	288856299	NP_000533.3
456	10090	20388	Sftpb	530678024	NP_001269000.1
456	10116	192155	Sftpb	20301980	NP_620197.1
457	9606	6609	SMPD1	56117840	NP_000534.3
457	10090	20597	Smpd1	6755582	NP_035551.1
457	10116	308909	Smpd1	55741778	NP_001006998.1
459	9606	6927	HNF1A	256542297	NP_000536.5
459	10090	21405	Hnf1a	166295202	NP_033353.2
459	10116	24817	Hnf1a	6981638	NP_036801.1
460	9606	7157	TP53	120407068	NP_000537.3
460	10090	22059	Trp53	148747262	NP_035770.2
460	10116	24842	Tp53	189083686	NP_112251.2
461	9606	7173	TPO	28558982	NP_000538.3
461	10090	22018	Tpo	6678417	NP_033443.1
461	10116	54314	Tpo	402766537	NP_062226.2
462	9606	7249	TSC2	116256352	NP_000539.2
462	10090	22084	Tsc2	86439992	NP_001034452.1
462	10116	24855	Tsc2	31543896	NP_036812.2
463	9606	7252	TSHB	115430099	NP_000540.2
463	10090	22094	Tshb	260099654	NP_001159411.1
463	10116	25653	Tshb	399124785	NP_037248.2
464	9606	7306	TYRP1	4507757	NP_000541.1
464	10090	22178	Tyrp1	13654241	NP_112479.1
464	10116	298182	Tyrp1	157820905	NP_001100134.1
465	9606	7428	VHL	4507891	NP_000542.1
465	10090	22346	Vhl	6678567	NP_033533.1
465	10116	24874	Vhl	16258813	NP_434688.1
466	9606	7450	VWF	89191868	NP_000543.2
466	10090	22371	Vwf	115511022	NP_035838.3
466	10116	116669	Vwf	449083357	NP_446341.1
467	9606	1406	CRX	4557489	NP_000545.1
467	10090	12951	Crx	164519071	NP_001106801.1
467	10116	60446	Crx	11177896	NP_068627.1
468	9606	8200	GDF5	4503969	NP_000548.1
468	10090	14563	Gdf5	224922797	NP_032135.2
468	10116	252835	Gdf5	392346842	XP_003749648.1
469	9606	3040	HBA2	4504345	NP_000508.1
469	9606	3039	HBA1	4504347	NP_000549.1
469	10090	110257	Hba-a2	145301549	NP_001077424.1
469	10090	15122	Hba-a1	145301578	NP_032244.2
469	10116	287167	LOC287167	62078447	NP_001013875.1
472	9606	731	C8A	4557389	NP_000553.1
472	10090	230558	C8a	22122667	NP_666260.1
472	10116	298288	C8a	157821013	NP_001100140.1
473	9606	3568	IL5RA	28559027	NP_783853.1
473	10090	16192	Il5ra	6680431	NP_032396.1
473	10116	114103	Il5ra	16758456	NP_446097.1
474	9606	3570	IL6R	4504673	NP_000556.1
474	10090	16194	Il6ra	110431356	NP_034689.2
474	10116	24499	Il6r	164414415	NP_058716.2
475	9606	2209	FCGR1A	10835133	NP_000557.1
475	10090	14129	Fcgr1	6753832	NP_034316.1
475	10116	295279	Fcgr1a	158631264	NP_001094306.1
477	9606	2214	FCGR3A	50726979	NP_000560.5
477	9606	2215	FCGR3B	348041254	NP_001231682.1
477	10090	246256	Fcgr4	224922770	NP_653142.2
477	10116	304966	Fcgr3a	46485398	NP_997486.1
478	9606	3586	IL10	10835141	NP_000563.1
478	10090	16153	Il10	6754318	NP_034678.1
478	10116	25325	Il10	148747382	NP_036986.2
479	9606	1604	CD55	168693643	NP_001108224.1
479	10090	13136	Cd55	114326522	NP_034146.2
479	10090	13137	Daf2	118026913	NP_031853.2
479	10116	64036	Cd55	77020281	NP_071605.2
480	9606	3552	IL1A	27894330	NP_000566.3
480	10090	16175	Il1a	47059075	NP_034684.2
480	10116	24493	Il1a	8393593	NP_058715.1
481	9606	3553	IL1B	10835145	NP_000567.1
481	10090	16176	Il1b	6680415	NP_032387.1
481	10116	24494	Il1b	158186736	NP_113700.2
486	9606	2638	GC	324021745	NP_001191236.1
486	10090	14473	Gc	51172612	NP_032122.1
486	10116	24384	Gc	401709952	NP_036696.2
487	9606	3600	IL15	10835153	NP_000576.1
487	10090	16168	Il15	6680407	NP_032383.1
487	10116	25670	Il15	6981092	NP_037261.1
488	9606	3558	IL2	28178861	NP_000577.2
488	10090	16183	Il2	7110653	NP_032392.1
488	10116	116562	Il2	16758692	NP_446288.1
489	9606	730	C7	45580688	NP_000578.2
489	10090	109828	C7	345110552	NP_001230766.1
489	10116	117517	C7	564335443	XP_006232064.1
491	9606	3565	IL4	4504669	NP_000580.1
491	10090	16189	Il4	10946584	NP_067258.1
491	10116	287287	Il4	42627877	NP_958427.1
492	9606	3578	IL9	10834980	NP_000581.1
492	10090	16198	Il9	6680437	NP_032399.1
492	10116	116558	Il9	157786764	NP_001099217.1
493	9606	929	CD14	4557417	NP_000582.1
493	10090	12475	Cd14	6753332	NP_033971.1
493	10116	60350	Cd14	11120688	NP_068512.1
495	9606	6890	TAP1	9665248	NP_000584.2
495	10090	21354	Tap1	239835765	NP_038711.2
495	10116	24811	Tap1	158262052	NP_114444.2
496	9606	7124	TNF	25952111	NP_000585.2
496	10090	21926	Tnf	7305585	NP_038721.1
496	10116	24835	Tnf	6981662	NP_036807.1
497	9606	4049	LTA	6806893	NP_000586.2
497	10090	16992	Lta	7106343	NP_034865.1
497	10116	25008	Lta	18158437	NP_542947.1
498	9606	3484	IGFBP1	4504615	NP_000587.1
498	10090	16006	Igfbp1	160358847	NP_032367.3
498	10116	25685	Igfbp1	6981080	NP_037276.1
499	9606	3485	IGFBP2	55925576	NP_000588.2
499	10090	16008	Igfbp2	31982260	NP_032368.2
499	10116	25662	Igfbp2	148747421	NP_037254.2
500	9606	3486	IGFBP3	62243248	NP_001013416.1
500	10090	16009	Igfbp3	111378400	NP_032369.2
500	10116	24484	Igfbp3	298231182	NP_036720.2
502	9606	3569	IL6	10834984	NP_000591.1
502	10090	16193	Il6	13624311	NP_112445.1
502	10116	24498	Il6	7549769	NP_036721.1
503	9606	3082	HGF	33859835	NP_000592.3
503	10090	15234	Hgf	170172522	NP_034557.3
503	10116	24446	Hgf	8393526	NP_058713.1
504	9606	4846	NOS3	40254422	NP_000594.2
504	10090	18127	Nos3	161086988	NP_032739.3
504	10116	24600	Nos3	46402488	NP_068610.1
505	9606	733	C8G	166197660	NP_000597.2
505	10090	69379	C8g	58037159	NP_081338.1
505	10116	296545	C8g	157817131	NP_001100025.1
508	9606	960	CD44	48255935	NP_000601.3
508	10090	12505	Cd44	85540471	NP_033981.2
508	10116	25406	Cd44	19923703	NP_037056.2
510	9606	3481	IGF2	189083846	NP_001121070.1
510	10090	16002	Igf2	298231180	NP_034644.2
510	10116	24483	Igf2	297747330	NP_113699.2
511	9606	3263	HPX	11321561	NP_000604.1
511	10090	15458	Hpx	160358829	NP_059067.2
511	10116	58917	Hpx	16758014	NP_445770.1
513	9606	920	CD4	10835167	NP_000607.1
513	10090	12504	Cd4	7304953	NP_038516.1
513	10116	24932	Cd4	6978631	NP_036837.1
515	9606	3479	IGF1	11024682	NP_000609.1
515	10090	16000	Igf1	163659894	NP_001104745.1
515	10116	24482	Igf1	126723110	NP_001075948.1
519	9606	624	BDKRB2	4557359	NP_000614.1
519	10090	12062	Bdkrb2	194473660	NP_033877.3
519	10116	25245	Bdkrb2	397787570	NP_775123.2
521	9606	974	CD79B	11038674	NP_000617.1
521	10090	15985	Cd79b	6680375	NP_032365.1
521	10116	171055	Cd79b	19424188	NP_598217.1
522	9606	4052	LTBP1	261337165	NP_996826.2
522	10090	268977	Ltbp1	46249419	NP_064303.2
522	10116	59107	Ltbp1	11024664	NP_067598.1
523	9606	3588	IL10RB	24430215	NP_000619.3
523	10090	16155	Il10rb	111607428	NP_032375.2
523	10116	304091	Il10rb	157819685	NP_001100581.1
524	9606	3454	IFNAR1	46488932	NP_000620.2
524	10090	15975	Ifnar1	160358843	NP_034638.2
524	10116	288264	Ifnar1	404501464	NP_001099363.2
525	9606	4689	NCF4	47519798	NP_000622.2
525	10090	17972	Ncf4	254540078	NP_032703.2
525	10116	500904	Ncf4	187937026	NP_001120776.1
526	9606	3684	ITGAM	224831239	NP_001139280.1
526	10090	16409	Itgam	132626289	NP_001076429.1
526	10116	25021	Itgam	29789036	NP_036843.1
527	9606	596	BCL2	72198189	NP_000624.2
527	10090	12043	Bcl2	133892547	NP_033871.2
527	10116	24224	Bcl2	8392974	NP_058689.1
530	9606	6648	SOD2	67782305	NP_000627.2
530	10090	20656	Sod2	31980762	NP_038699.2
530	10116	24787	Sod2	8394331	NP_058747.1
531	9606	2936	GSR	50301238	NP_000628.2
531	10090	14782	Gsr	160298213	NP_034474.4
531	10116	116686	Gsr	309319801	NP_446358.2
532	9606	7448	VTN	88853069	NP_000629.3
532	10090	22370	Vtn	6755987	NP_035837.1
532	10116	29169	Vtn	162287178	NP_062029.2
533	9606	356	FASLG	4557329	NP_000630.1
533	10090	14103	Fasl	6753818	NP_034307.1
533	10116	25385	Faslg	6978525	NP_037040.1
534	9606	3598	IL13RA2	10834992	NP_000631.1
534	10090	16165	Il13ra2	6680405	NP_032382.1
534	10116	171060	Il13ra2	451770416	NP_598222.2
535	9606	3589	IL11	10834994	NP_000632.1
535	10090	16156	Il11	6680393	NP_032376.1
535	10116	171040	Il11	340805851	NP_598203.4
536	9606	178	AGL	116734857	NP_000635.2
536	10090	77559	Agl	124486747	NP_001074795.1
536	10116	362029	Agl	157819187	NP_001102034.1
537	9606	729230	CCR2	183979982	NP_001116868.1
537	10090	12772	Ccr2	6753466	NP_034045.1
539	9606	6402	SELL	262206315	NP_000646.2
539	10090	20343	Sell	6755454	NP_035476.1
539	10116	29259	Sell	94400781	NP_062050.3
540	9606	7040	TGFB1	63025222	NP_000651.3
540	10090	21803	Tgfb1	6755775	NP_035707.1
540	10116	59086	Tgfb1	11024652	NP_067589.1
542	9606	18	ABAT	38679950	NP_000654.2
542	10090	268860	Abat	37202121	NP_766549.2
542	10116	81632	Abat	13591900	NP_112265.1
543	9606	43	ACHE	4557239	NP_000656.1
543	10090	11423	Ache	13928664	NP_033729.1
543	10116	83817	Ache	25282401	NP_742006.1
550	9606	140	ADORA3	4501953	NP_000668.1
550	10090	11542	Adora3	110347604	NP_033761.2
551	9606	146	ADRA1D	4501957	NP_000669.1
551	10090	11550	Adra1d	110347547	NP_038488.4
551	10116	29413	Adra1d	13324696	NP_077809.1
553	9606	151	ADRA2B	33598960	NP_000673.2
553	10090	11552	Adra2b	46575786	NP_033763.2
553	10116	24174	Adra2b	304434812	NP_612514.2
554	9606	191	AHCY	9951915	NP_000678.1
554	10090	269378	Ahcy	262263372	NP_057870.3
554	10116	29443	Ahcy	8392878	NP_058897.1
560	9606	239	ALOX12	154426292	NP_000688.2
560	10090	11684	Alox12	31542127	NP_031466.2
560	10116	287454	Alox12	157786628	NP_001099268.1
561	9606	240	ALOX5	4502057	NP_000689.1
561	10090	11689	Alox5	62526037	NP_033792.1
561	10116	25290	Alox5	6978493	NP_036954.1
563	9606	301	ANXA1	4502101	NP_000691.1
563	10090	16952	Anxa1	124517663	NP_034860.2
563	10116	25380	Anxa1	6978501	NP_037036.1
564	9606	476	ATP1A1	21361181	NP_000692.2
564	10090	11928	Atp1a1	21450277	NP_659149.1
564	10116	24211	Atp1a1	6978543	NP_036636.1
568	9606	552	AVPR1A	4502331	NP_000697.1
568	10090	54140	Avpr1a	33149329	NP_058543.2
568	10116	25107	Avpr1a	33149327	NP_444178.2
569	9606	593	BCKDHA	11386135	NP_000700.1
569	10090	12039	Bckdha	183396774	NP_031559.3
569	10116	25244	Bckdha	77736548	NP_036914.1
570	9606	623	BDKRB1	20544172	NP_000701.2
570	10090	12061	Bdkrb1	6671632	NP_031565.1
570	10116	81509	Bdkrb1	13540665	NP_110478.1
572	9606	644	BLVRA	33589854	NP_000703.2
572	10090	109778	Blvra	124487331	NP_080954.4
572	10116	116599	Blvra	16758714	NP_446302.1
573	9606	645	BLVRB	4502419	NP_000704.1
573	10090	233016	Blvrb	21450325	NP_659172.1
573	10116	292737	Blvrb	157819619	NP_001099706.1
574	9606	706	TSPO	375065827	NP_001243460.1
574	10090	12257	Tspo	163838662	NP_033905.3
574	10116	24230	Tspo	6978575	NP_036647.1
578	9606	776	CACNA1D	4502527	NP_000711.1
578	10090	12289	Cacna1d	134288875	NP_001077085.1
578	10116	29716	Cacna1d	8393030	NP_058994.1
579	9606	781	CACNA2D1	54112390	NP_000713.2
579	10090	12293	Cacna2d1	161086898	NP_001104314.1
579	10116	25399	Cacna2d1	31542335	NP_037051.2
582	9606	786	CACNG1	4502539	NP_000718.1
582	10090	12299	Cacng1	6671658	NP_031608.1
582	10116	29658	Cacng1	9506459	NP_062128.1
583	9606	885	CCK	4502605	NP_000720.1
583	10090	12424	Cck	13624301	NP_112438.1
583	10116	25298	Cck	6978613	NP_036961.1
585	9606	915	CD3D	4502669	NP_000723.1
585	10090	12500	Cd3d	227498961	NP_038515.3
585	10116	25710	Cd3d	7709998	NP_037301.1
586	9606	916	CD3E	4502671	NP_000724.1
586	10090	12501	Cd3e	6680886	NP_031674.1
586	10116	315609	Cd3e	157822511	NP_001101610.1
587	9606	1081	CGA	356874784	NP_001239312.1
587	10090	12640	Cga	6753414	NP_034019.1
587	10116	116700	Cga	386869254	NP_446370.2
591	9606	1136	CHRNA3	19923122	NP_000734.2
591	10090	110834	Chrna3	70778736	NP_660111.2
591	10116	25101	Chrna3	148747114	NP_434692.2
592	9606	1137	CHRNA4	4502827	NP_000735.1
592	10090	11438	Chrna4	31542393	NP_056545.3
592	10116	25590	Chrna4	14149758	NP_077330.1
593	9606	1139	CHRNA7	4502831	NP_000737.1
593	10090	11441	Chrna7	156766082	NP_031416.3
593	10116	25302	Chrna7	144922602	NP_036964.3
594	9606	1140	CHRNB1	41327726	NP_000738.2
594	10090	11443	Chrnb1	160358782	NP_033731.3
594	10116	24261	Chrnb1	6978657	NP_036660.1
595	9606	1141	CHRNB2	4502833	NP_000739.1
595	10090	11444	Chrnb2	31542397	NP_033732.2
595	10116	54239	Chrnb2	9506485	NP_062170.1
598	9606	1384	CRAT	21618331	NP_000746.2
598	10090	12908	Crat	85662408	NP_031786.2
598	10116	311849	Crat	51854229	NP_001004085.1
599	9606	1392	CRH	4503041	NP_000747.1
599	10090	12918	Crh	45429990	NP_991338.1
599	10116	81648	Crh	13591920	NP_112281.1
600	9606	1437	CSF2	27437030	NP_000749.2
600	10090	12981	Csf2	110625658	NP_034099.2
600	10116	116630	Csf2	449083355	NP_446304.1
601	9606	1441	CSF3R	24496783	NP_724781.1
601	10090	12986	Csf3r	165905615	NP_031808.2
601	10116	298518	Csf3r	157821433	NP_001100155.1
615	9606	1621	DBH	116534900	NP_000778.3
615	10090	13166	Dbh	110815861	NP_620392.2
615	10116	25699	Dbh	140970928	NP_037290.2
